text,length,ind,aspects,polarities
"It is about FOOD and Ambiance, and imagine how dreadful it will be it we only had to listen to an idle engine.",2,0,ambience,negative
"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.",3,0,service,positive
Joya used to be a cool spot with decent food and a colorful - if not relaxed - atmosphere.,2,0,food,positive
We even had a visit from the Manager who wanted to make sure we were enjoying ourselves.,2,0,service,positive
Horrible food and Horrible service.,2,0,service,negative
Knowledge of the chef and the waitress are below average.,2,0,food,negative
I just wonder how you can have such a delicious meal for such little money.,2,0,food,positive
"The food is wonderful, tasty and filling, and the service is professional and friendly.",2,0,service,positive
"I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list.",4,0,service,positive
"They do cater to American palates, but if you like it hot let them know and they are more than willing to oblige!",2,0,service,positive
"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.",3,0,service,positive
I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.,2,0,service,positive
The spicy Tuna roll is huge and probably the best that I've had at this price range.,2,0,price,positive
My wife and I ate here earlier this week and have not stopped ranting and raving about the food.,2,0,anecdotes/miscellaneous,positive
The service is fine and they allow you to enjoy the view.,2,0,ambience,positive
We ate at this Thai place following the reviews but very unhappy with the foods.,2,0,food,negative
"It's constantly open, catering to the Pakistani cabbies lined up on Crosby St., so there's more turnover with the food than you'd expect  i.e., surprisingly fresh .",2,0,ambience,positive
"Took my mom for Mother's Day, and the maitre d' was pretty rude.",2,0,anecdotes/miscellaneous,negative
Price and quality of fish alone will keep us from making a return visit.,2,0,price,negative
"The waiters are sweet, the food is tasty and the bill is never too large.",3,0,service,positive
"The service was excellent, the food was excellent, but the entire experience was very cool.",2,0,service,positive
The food and staff always surprise me with the new heights they are taken to.,2,0,service,positive
When we were finally seated our waitress came by twice-1 for our order and 2-for our check.,2,0,anecdotes/miscellaneous,negative
"If you live in new york city, you'll find better food at small restaurants outside of time square and spend half the amount.",2,0,price,negative
"For the quality of food, a little too expensive.",2,0,food,negative
If I wanted to deal with a crappy scene and annoying customers I'd go out in Manhattan.,2,0,ambience,negative
all the food was excellent - considering the quality of food in most moderately priced restaurants is mediocre this was slightly more pricey and well worth it.,2,0,price,positive
"Decor is nice and minimalist, food simple yet very well presented and cooked, and the wine list matches the food very well.",2,0,ambience,positive
"Haru serves very fresh fish, has a trendy, modern ambiance, prime location on Park Avenue South and friendly service.",3,0,service,positive
"This was the perfect quiet, relaxing, and delicious accompaniment to our afternoon of theater.",2,0,ambience,positive
"Considering their price of dollar 6.25 for lunch special, the dish was ridiculously small.",2,0,food,negative
For those prices and the dressed up atmosphere you expect more and should get more.,2,0,price,negative
The catch is that you are charged extra for ANYTHING that you leave on your plate so don't be a greedy pig!,2,0,price,negative
"Authentic food and they have REAL service, not just the rush you get sometimes when they try to push you out the door.",2,0,service,positive
"The food was very good, a great deal, and the place its self was great.",2,0,ambience,positive
"The food was terrific and the service classy, attentive, without being overbearing.",2,0,service,positive
I highly recommend visiting this restaurant and having dinner and drinks!,2,0,food,positive
"Try the Pad Thai, it's fabulous and their prices are so cheap!",2,0,price,positive
"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.",2,0,food,positive
"The second you walk through the heavy vault like door, with people anticipating your arrival you get the sense that you are going to have the dining ride of a lifetime.",2,0,service,positive
THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,3,0,service,positive
"The service is excellent, the decor is great, and the food is delicious and comes in large portions.",3,0,service,positive
The food is great and reasonably priced.,2,0,price,positive
"A cool bar with great food, and tons of excellent beer.",2,0,ambience,positive
"For the price, you cannot eat this well in Manhattan.",2,0,food,positive
Right off the L in Brooklyn this is a nice cozy place with good pizza.,2,0,ambience,positive
With the theater 2 blocks away we had a delicious meal in a beautiful room.,2,0,ambience,positive
"Then, get ripped on free box wine.",2,0,price,positive
Overall a disappointing experience for that price category.,2,0,price,negative
Deliveries often take up to an hour and the prices are higher than most other pizzerias in the area.,2,0,price,negative
Never in my life did I think that I could be satisfied both in taste and in quantity for dollar 3.00 in NYC.,2,0,price,positive
"The decor is dark, cool and soothing, while the food's presentation is spectacular, considering the low prices.",3,0,price,positive
"Its location is good and the fact that Hutner College is near and their prices are very reasonable, makes students go back to Suan again and again.",2,0,price,positive
"The Thali was small, thoroughly unremarkable, and dollar 14.95.",2,0,price,negative
"In fact, while leaving the place we saw two people looking at the menu, and I couldn't help telling them that the food was horrible.",2,0,food,negative
"Cute place, nice wait staff but would never go there again.",2,0,ambience,positive
A word to the wise - the Hoboken health inspector clued me to his findings that this is THE cleanest restaurant in town.,2,0,ambience,positive
"Where tanks in other Chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waters, the tanks at Ping's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover's brunch.",2,0,ambience,positive
As we were sitting eating the subpar food the manager proceeded to berate a couple of his employees for putting out the wrong containers for condiments and explained to them how expensive these containers were.,2,0,food,negative
"Not a typical pizza joint, but good for a low key and fairly cheap nice sit down dinner.",2,0,food,positive
"This place, however, has a lot less pretension than Joya and the Thai food is still above-average.",2,0,ambience,positive
"Only complaint would be that at an average cost of dollar 12-dollar 15 per meal, I'd like not to have to worry about finding a seat!",2,0,price,negative
The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.,3,0,service,positive
