aspects,polarities,text,length,ind
['anecdotes/miscellaneous'],['positive'],If you want something really different than try Jekyll and Hyde.,1,0
['service'],['positive'],"It only took about five or so minutes to get an empty table, but standing up wasn't too bad.",1,0
['service'],['positive'],Kenny the owner is always there and he treats my family like we are part of his family.,1,0
['ambience'],['positive'],"Oh yes, and if you are a fan of Indian oldies film stars, there are plenty of portraits of Indian actors and actresses in classic black white that adorn the walls, some of which, I would love to know where they obtained.",1,0
['anecdotes/miscellaneous'],['negative'],Been going here since it opened have seen the quality value decrease considerably.,1,0
['food'],['neutral'],"But, nothing stands out about the cooking.",1,0
['food'],['positive'],"Light, refreshing summer rolls  not fried  remind me of Vietnamese places in Paris.",1,0
['price'],['negative'],Could be pricey without a prix fixe meal.,1,0
['anecdotes/miscellaneous'],['positive'],I wish I lived there as I would eat at this place as often as possible!,1,0
['food'],['positive'],Great place to grab a hot bagel on the way to work.,1,0
['anecdotes/miscellaneous'],['neutral'],"I've eaten at Pizza Gruppo a few times, but more often I order delivery.",1,0
['anecdotes/miscellaneous'],['negative'],"Even with the prix fixe pricing, this restaurant is not worth it.",1,0
['anecdotes/miscellaneous'],['neutral'],We went to Ino for Valentines.,1,0
['food'],['positive'],"For great chinese food nearby, you have Wu Liang Ye and Grand Sichuan just a block away.",1,0
"['food', 'anecdotes/miscellaneous']","['positive', 'positive']","The production is a symphony, alot of fun to experience.The food sublime for the most part.",2,0
['food'],['positive'],Delicious crab cakes too.,1,0
"['anecdotes/miscellaneous', 'price']","['positive', 'positive']",This restaurant is a wonderful place to go many times and it is reasonably priced.,2,0
['anecdotes/miscellaneous'],['positive'],"With so many poor experiences to be had in the theater district, is truly an excellent find!",1,0
['food'],['positive'],Everything at Sala Thai is tasty and well-portioned.,1,0
['anecdotes/miscellaneous'],['positive'],There's something smooth about sipping sake upper east side style.,1,0
['anecdotes/miscellaneous'],['negative'],Don't look down your nose at me like that...,1,0
['food'],['positive'],Good drink.,1,0
['service'],['negative'],"After 2 tries by the waiter to take it away  we hadn't even looked at it yet, we had full beers yet to drink , the manager approached and told us they needed the table for people with reservations.",1,0
['food'],['positive'],We had the pot-stickers which were great and a tempura dish that was great.,1,0
['service'],['negative'],"The most annoying thing, though, is the fact that the servers seem to be trained to drive revenue.",1,0
['food'],['positive'],"Please try the Filet Mignon, its just the most tender piece ever.",1,0
['service'],['positive'],I think the stuff was better than Disney.,1,0
['service'],['positive'],While I'm not sure that this happens all the time-this is the kind of treatment that buys repeat business!,1,0
['anecdotes/miscellaneous'],['neutral'],Just moved to the neighborhood and we've been trying all the West Village Sushi restaurants.,1,0
['food'],['positive'],"Saul is pretty good, but definitely not great.",1,0
['service'],['positive'],Friendly staff that actually lets you enjoy your meal and the company you're with.,1,0
['anecdotes/miscellaneous'],['neutral'],for Meetball Night.,1,0
['price'],['positive'],"If you go for the pre-theatre menu, it's an even greater deal.",1,0
"['food', 'anecdotes/miscellaneous']","['positive', 'positive']",So all I'm trying to say is this restaurant is by far the best thai food restaurant I've ever been to.,2,0
['anecdotes/miscellaneous'],['positive'],I thanked my friend who recommended me this restaurant and will certainly recommend it to others.,1,0
['service'],['positive'],It's easy to get a table for a large group and you don't get hustled out.,1,0
"['price', 'food']","['positive', 'positive']","The prices cannot be beat for the quality, quantity, freshness and taste.",2,0
['ambience'],['negative'],"Don't expect to sit down inside though, there are only a few tables and they are always full.",1,0
['anecdotes/miscellaneous'],['negative'],This restaurant used to be pretty decent.,1,0
"['food', 'price']","['positive', 'positive']","Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.",2,0
['food'],['positive'],"Having not been home in the last 2 years may skew this reviewer a bit, but the food was tasty and spicy sans the oil that comes floating along at similar venues.",1,0
['price'],['positive'],"And it all comes at a very reasonable price  congee, noodles, and rice dishes are no more than dollar 3-6 each .",1,0
['anecdotes/miscellaneous'],['positive'],Deff recimmend Bukhara they also have opened two new locations guess ill try them out.,1,0
['anecdotes/miscellaneous'],['neutral'],However it is the ONLY Taiwanese restaurant in town.,1,0
['food'],['negative'],"Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.",1,0
['anecdotes/miscellaneous'],['neutral'],"I stumbled upon this second floor walk-up two Fridays ago when I was with two friends in town from L.A. Being serious sushi lovers, we sat at the sushi bar to be closer to the action.",1,0
['anecdotes/miscellaneous'],['positive'],"Good to find a restaurant where the owners have some imagination and they have actually pulled it off, like in this case.",1,0
['service'],['positive'],"When we sat, we got great and fast service.",1,0
['anecdotes/miscellaneous'],['negative'],Avoid at all costs.,1,0
"['anecdotes/miscellaneous', 'price']","['positive', 'positive']","Overall I was impressed and will return, it's a great QPR  Quality to Price Ratio .",2,0
['anecdotes/miscellaneous'],['positive'],Have been dozens of times and never failed to enjoy the experience.,1,0
['anecdotes/miscellaneous'],['neutral'],I have been to spice three times- twice during lunch and once at dinner.,1,0
"['food', 'price']","['positive', 'positive']","Top spot in town for Vietnamese classics, better than places that cost a lot more.",2,0
['service'],['positive'],"Even though the restaurant was packed, we were seated promptly and even asked for a table upstairs with no problems.",1,0
['anecdotes/miscellaneous'],['negative'],but still my date was bad,1,0
['food'],['neutral'],"If you are someone who appreciates the same things but hope to have food to spare or share, Kai may not be the best option.",1,0
['food'],['positive'],"The food is amazing, rich pastas and fresh doughy pizza.",1,0
['food'],['positive'],Should you happen to be impressed by the cuisine definitely try it.,1,0
['food'],['negative'],Stay away from the latter since you won't go for seconds  hint hint .,1,0
['anecdotes/miscellaneous'],['positive'],Bravissimo !!,1,0
['service'],['negative'],I had to ask her three times before she finally came back with the dish Ive requested.,1,0
['anecdotes/miscellaneous'],['neutral'],We weren't even at our table for more than an hour total.,1,0
['anecdotes/miscellaneous'],['positive'],"So, again, give it a try.",1,0
['food'],['negative'],"The food was just OK, at least for what food was available.",1,0
['service'],['positive'],"Upon entering, we were greeted by the owners, Steven and Frederick, who went out of their way to be more than gracious hosts.",1,0
['ambience'],['positive'],"It's also attached to Angel's Share, which is a cool, more romantic bar...",1,0
"['food', 'service']","['positive', 'positive']","If you want a casual neighborhood bistro that has great food and excellent service, this is the place.",2,0
['anecdotes/miscellaneous'],['positive'],Give it a try and enjoy.,1,0
['ambience'],['negative'],"Filled with suits, though, so you never really feel terribly comfortable.",1,0
['anecdotes/miscellaneous'],['positive'],Everyone that has ever come here with me has become a convert and returned regularly with their own friends.,1,0
['food'],['positive'],Mizu is home to creative and unique rolls not to found anywhere else.,1,0
['food'],['negative'],Not enough wines by the glass either.,1,0
['food'],['negative'],I ordered the smoked salmon and roe appetizer and it was off flavor.,1,0
['anecdotes/miscellaneous'],['neutral'],"Be careful, when they say spicy, they mean it!",1,0
['anecdotes/miscellaneous'],['positive'],if your into thai..you cannot miss this great restaurant.,1,0
['ambience'],['positive'],"It's charmingly small and that leads to an atmoshere that is extremely cozy and romantic, even.",1,0
['service'],['negative'],"And, atlhough tables opened up next to us and we ASKED for a slightly larger space, they left us awkardly seated.",1,0
"['food', 'price']","['positive', 'positive']",the drinks are amazing and half off till 8pm.,2,0
['service'],['positive'],"Plus, when our entrees were held up in the kitchen on a busy Saturday night, the owner sent over complimentary summer rolls to hold us over!",1,0
"['service', 'ambience']","['negative', 'positive']",Total hipster-wannabe attitude in an otherwise sweet spot.,2,1
"['food', 'anecdotes/miscellaneous']","['positive', 'negative']","To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.",2,1
"['price', 'food']","['negative', 'positive']","The menu is Prix Fixe, so be prepared to spend at least dollar 60 per person, but it is Well worth itsuperb food.",2,1
"['food', 'service', 'price']","['neutral', 'neutral', 'negative']","We actually gave 10% tip  which we have never done despite mediocre food and service , because we felt totally ripped off.",3,1
"['anecdotes/miscellaneous', 'food']","['neutral', 'positive']",My fiance took me to Scopa last week for my birthday and I couldn't believe the food.,2,1
