text,ambience,anecdotes/miscellaneous,food,service,price
"Nice ambiance, nice little bar, good bartender, Francois, and good service.",1,0,0,1,0
They used shredded cheese on top!,0,0,1,0,0
"But don't ever order bacon late at nite  either platter or in sandwiches, for that matter don't from any take out place  as it is from the morning frying turns out hard almost like bacos, hurt my molars.",0,0,1,0,0
I loved it and would HIGHLY RECOMMEND.,0,1,0,0,0
And comparing it to the Chinatown restaurants is simply not fair.,0,1,0,0,0
They have a very diverse menu so its something for everybody.,0,0,1,0,0
"However, their popularity has yet to slow down, and I still find myself drawn to their ambiance and delectable reputation.",1,1,0,0,0
"While this isn't classical restaurant fare, the chef has given new life to an old cuisine with some really innovative and tasty dishes that are genuinely Indian without being heavy or same old restaurant burn-outs.",0,0,1,0,0
It could have been handled better.,0,1,0,0,0
"It's like they took leftover chicken, poured oil and sprinkled pepper powder over it  the sauce was translucent and red .",0,0,1,0,0
"the real kicker of the menu, however, is the beef cubes or the chicken with chili and lemon grass.",0,0,1,0,0
"But when you are seated the waitresses are great, they explain everything on the menu, and the price of the food is really cheap for the service you get.",0,0,0,1,1
"The food is very good for it's price, better than most fried dumplings I've had.",0,0,1,0,1
The dinner menu is diverse and top-notch as well.,0,0,1,0,0
I stumbled upon this great pizzeria as I explored my new neighborhood.,0,1,0,0,0
"Good crowd, good outdoor seating, with a hip japanese vibe.",1,0,0,0,0
"NO more reservations, expensive tips and annoying stuff.",0,0,0,1,0
Three of us arrived for dinner about 5:30 on a week night without reservations.,0,1,0,0,0
"The dinner was ok, nothing I would have again.",0,0,1,0,0
I went here in the afternoon with a friend.,0,1,0,0,0
I came here for my friend's birthday and keep coming back ever since.,0,1,0,0,0
My chow fun and chow see was really bland and oily.,0,0,1,0,0
And all of that won't break your bank!,0,0,0,0,1
But the thai is definitely not great -- bland and indistinguished.,0,0,1,0,0
P.S. Please don't tell anyone in my family i eat there.,0,1,0,0,0
No one asked what was wrong as we left with nothing touched on our plates.,0,0,0,1,0
I work around the corner and tried it with a colleague for the first time.,0,1,0,0,0
Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.,0,0,0,1,0
I'm just reading some of these reviews and its nonsense that people are reviewing some places because it was too loud.,0,1,0,0,0
even the wine by the glass was good.,0,0,1,0,0
A pleasant surprise.,0,1,0,0,0
The menu seemed to have a wide variety of dishes for seafood lovers and interesting ways of preparing them.,0,0,1,0,0
If you want something really different than try Jekyll and Hyde.,0,1,0,0,0
"It only took about five or so minutes to get an empty table, but standing up wasn't too bad.",0,0,0,1,0
Kenny the owner is always there and he treats my family like we are part of his family.,0,0,0,1,0
"Oh yes, and if you are a fan of Indian oldies film stars, there are plenty of portraits of Indian actors and actresses in classic black white that adorn the walls, some of which, I would love to know where they obtained.",1,0,0,0,0
Been going here since it opened have seen the quality value decrease considerably.,0,1,0,0,0
"But, nothing stands out about the cooking.",0,0,1,0,0
"Light, refreshing summer rolls  not fried  remind me of Vietnamese places in Paris.",0,0,1,0,0
Could be pricey without a prix fixe meal.,0,0,0,0,1
I wish I lived there as I would eat at this place as often as possible!,0,1,0,0,0
Great place to grab a hot bagel on the way to work.,0,0,1,0,0
"I've eaten at Pizza Gruppo a few times, but more often I order delivery.",0,1,0,0,0
"Even with the prix fixe pricing, this restaurant is not worth it.",0,1,0,0,0
We went to Ino for Valentines.,0,1,0,0,0
"For great chinese food nearby, you have Wu Liang Ye and Grand Sichuan just a block away.",0,0,1,0,0
"The production is a symphony, alot of fun to experience.The food sublime for the most part.",0,1,1,0,0
Delicious crab cakes too.,0,0,1,0,0
This restaurant is a wonderful place to go many times and it is reasonably priced.,0,1,0,0,1
"With so many poor experiences to be had in the theater district, is truly an excellent find!",0,1,0,0,0
Everything at Sala Thai is tasty and well-portioned.,0,0,1,0,0
There's something smooth about sipping sake upper east side style.,0,1,0,0,0
Don't look down your nose at me like that...,0,1,0,0,0
Good drink.,0,0,1,0,0
"After 2 tries by the waiter to take it away  we hadn't even looked at it yet, we had full beers yet to drink , the manager approached and told us they needed the table for people with reservations.",0,0,0,1,0
We had the pot-stickers which were great and a tempura dish that was great.,0,0,1,0,0
"The most annoying thing, though, is the fact that the servers seem to be trained to drive revenue.",0,0,0,1,0
"Please try the Filet Mignon, its just the most tender piece ever.",0,0,1,0,0
I think the stuff was better than Disney.,0,0,0,1,0
While I'm not sure that this happens all the time-this is the kind of treatment that buys repeat business!,0,0,0,1,0
Just moved to the neighborhood and we've been trying all the West Village Sushi restaurants.,0,1,0,0,0
"Saul is pretty good, but definitely not great.",0,0,1,0,0
Friendly staff that actually lets you enjoy your meal and the company you're with.,0,0,0,1,0
for Meetball Night.,0,1,0,0,0
"If you go for the pre-theatre menu, it's an even greater deal.",0,0,0,0,1
So all I'm trying to say is this restaurant is by far the best thai food restaurant I've ever been to.,0,1,1,0,0
I thanked my friend who recommended me this restaurant and will certainly recommend it to others.,0,1,0,0,0
It's easy to get a table for a large group and you don't get hustled out.,0,0,0,1,0
"The prices cannot be beat for the quality, quantity, freshness and taste.",0,0,1,0,1
"Don't expect to sit down inside though, there are only a few tables and they are always full.",1,0,0,0,0
This restaurant used to be pretty decent.,0,1,0,0,0
"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.",0,0,1,0,1
"Having not been home in the last 2 years may skew this reviewer a bit, but the food was tasty and spicy sans the oil that comes floating along at similar venues.",0,0,1,0,0
"And it all comes at a very reasonable price  congee, noodles, and rice dishes are no more than dollar 3-6 each .",0,0,0,0,1
Deff recimmend Bukhara they also have opened two new locations guess ill try them out.,0,1,0,0,0
However it is the ONLY Taiwanese restaurant in town.,0,1,0,0,0
"Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.",0,0,1,0,0
"I stumbled upon this second floor walk-up two Fridays ago when I was with two friends in town from L.A. Being serious sushi lovers, we sat at the sushi bar to be closer to the action.",0,1,0,0,0
"Good to find a restaurant where the owners have some imagination and they have actually pulled it off, like in this case.",0,1,0,0,0
"When we sat, we got great and fast service.",0,0,0,1,0
Avoid at all costs.,0,1,0,0,0
"Overall I was impressed and will return, it's a great QPR  Quality to Price Ratio .",0,1,0,0,1
Have been dozens of times and never failed to enjoy the experience.,0,1,0,0,0
I have been to spice three times- twice during lunch and once at dinner.,0,1,0,0,0
"Top spot in town for Vietnamese classics, better than places that cost a lot more.",0,0,1,0,1
"Even though the restaurant was packed, we were seated promptly and even asked for a table upstairs with no problems.",0,0,0,1,0
but still my date was bad,0,1,0,0,0
"If you are someone who appreciates the same things but hope to have food to spare or share, Kai may not be the best option.",0,0,1,0,0
"The food is amazing, rich pastas and fresh doughy pizza.",0,0,1,0,0
Should you happen to be impressed by the cuisine definitely try it.,0,0,1,0,0
Stay away from the latter since you won't go for seconds  hint hint .,0,0,1,0,0
Bravissimo !!,0,1,0,0,0
I had to ask her three times before she finally came back with the dish Ive requested.,0,0,0,1,0
We weren't even at our table for more than an hour total.,0,1,0,0,0
"So, again, give it a try.",0,1,0,0,0
"The food was just OK, at least for what food was available.",0,0,1,0,0
"Upon entering, we were greeted by the owners, Steven and Frederick, who went out of their way to be more than gracious hosts.",0,0,0,1,0
"It's also attached to Angel's Share, which is a cool, more romantic bar...",1,0,0,0,0
"If you want a casual neighborhood bistro that has great food and excellent service, this is the place.",0,0,1,1,0
Give it a try and enjoy.,0,1,0,0,0
"Filled with suits, though, so you never really feel terribly comfortable.",1,0,0,0,0
Everyone that has ever come here with me has become a convert and returned regularly with their own friends.,0,1,0,0,0
Mizu is home to creative and unique rolls not to found anywhere else.,0,0,1,0,0
Not enough wines by the glass either.,0,0,1,0,0
I ordered the smoked salmon and roe appetizer and it was off flavor.,0,0,1,0,0
"Be careful, when they say spicy, they mean it!",0,1,0,0,0
if your into thai..you cannot miss this great restaurant.,0,1,0,0,0
"It's charmingly small and that leads to an atmoshere that is extremely cozy and romantic, even.",1,0,0,0,0
"And, atlhough tables opened up next to us and we ASKED for a slightly larger space, they left us awkardly seated.",0,0,0,1,0
the drinks are amazing and half off till 8pm.,0,0,1,0,1
"Plus, when our entrees were held up in the kitchen on a busy Saturday night, the owner sent over complimentary summer rolls to hold us over!",0,0,0,1,0
Total hipster-wannabe attitude in an otherwise sweet spot.,1,0,0,1,0
"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.",0,1,1,0,0
"The menu is Prix Fixe, so be prepared to spend at least dollar 60 per person, but it is Well worth itsuperb food.",0,0,1,0,1
"We actually gave 10% tip  which we have never done despite mediocre food and service , because we felt totally ripped off.",0,0,1,1,1
My fiance took me to Scopa last week for my birthday and I couldn't believe the food.,0,1,1,0,0
A bit breezy up there on the mezzanine from the wind coming from the tracks.,1,1,0,0,0
"The puke green walls leave a lot to be desired, but the food is very good.",1,0,1,0,0
Delicious food at a great price but do not go here on a cold day and sit by the front door.,1,0,1,0,1
We arrived on time for our reservation and seated promptly.The,0,1,0,1,0
"The people with carts of food don't understand you because they don't speak English, their job is to give you the delicious food you point at.",0,1,1,1,0
Sushi wasn't anything spectacular for the price.,0,0,1,0,1
"As much as I like the food there, I can't bring myself to go back.",0,1,1,0,0
"Unfortunately, the food is outstanding, but everything else about this restaurant is the pits.",0,1,1,0,0
"While Sapphire is certainly not lacking in ambiance, and probably has the best decor of any Indian restaurant I have been to in New York City, the food was not what I had hoped for.",1,0,1,0,0
"All the money went into the interior decoration, none of it went to the chefs.",1,0,1,0,0
Faan's got a great concept but a little rough on the delivery.,0,1,0,1,0
Such nice people working here - but I have to review the food.,0,0,1,1,0
"So, for good food i'd recommend it, but not for a fun night out.",1,0,1,0,0
"The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad.",1,0,1,0,0
"It's a place for people who pay a lot for mediocre food, noise and a chance to be with their fellow bridge and tunnel folks.",1,0,1,0,1
DO not try unless you're just going there to hang out like the rest of the hipsters who apparently have no sense of taste.,1,1,0,0,0
"Outstanding Bagels, but you get what you pay for.",0,0,1,0,1
